locode,name,country_code,function,lat,lon,status
ITPTF,Portofino,IT,1-------,,,AI
ITPPL,Portopalo,IT,1-3-----,36.6833,15.1333,AA
ITPVE,Portoscuso (Porto Vesme),IT,123-----,39.2,8.3833,RL
ITPRW,Portovenere,IT,1-3-----,44.05,9.85,AA
ITPOS,Positano,IT,1-------,,,AI
ITPZL,Pozzallo,IT,1-3-----,36.7167,14.85,AI
ITOZI,Pozzillo,IT,1-3-----,37.65,15.1833,AA
ITPOZ,Pozzuoli,IT,1-------,,,AI
ITPIM,Praia a Mare,IT,123-----,39.9,15.7833,AA
ITPRL,Priolo Gargallo,IT,1-3-----,37.15,15.1833,RL
ITPRO,Procida,IT,1-------,,,AI
ITPUC,Punta Cugno,IT,1-------,37.2167,15.2,RQ
ITRPO,Rapallo,IT,123-----,44.35,9.2333,AA
ITRAN,Ravenna,IT,1-------,,,AI
ITREC,Recco,IT,123-----,44.3667,9.15,AA
ITREG,Reggio di Calabria,IT,1-34----,38.1,15.65,AI
ITRCE,Riccione,IT,123-----,43.9833,12.65,RL
ITRMI,Rimini,IT,1234----,44.0667,12.5833,AI
ITRIN,Rinella,IT,1-------,38.5333,14.8333,RQ
ITRMA,Rio Marina,IT,1-------,,,AI
ITRMG,Riomaggiore,IT,1-3-----,44.1,9.7333,AI
ITRPT,Riposto,IT,1-3-----,37.7333,15.2,AI
ITXXX,RIS Inland waterways,IT,1-------,,,AI
ITRTS,Riva Trigoso,IT,1-3-----,44.2667,9.4167,AA
ITROC,Roccella Ionica,IT,123-----,38.3167,16.4,RL
ITRGG,Rodi Garganico,IT,1-------,,,AI
ITGSV,Rosignano Solvay,IT,123-----,43.3833,10.4333,RL
ITSAL,Salerno,IT,1-3-----,,,AI
ITSLC,"Saline, Reggio Calabria",IT,123-----,37.95,15.7,AA
ITSDB,San Benedetto del Tronto,IT,1-3-----,42.95,13.8833,AI
ITNCT,San Cataldo,IT,1-3-----,40.3833,18.3,AA
ITSFE,San Felice Circeo,IT,1-3-----,41.2333,13.0833,AA
ITSRE,San Remo,IT,1-------,,,AI
ITSVC,San Vito lo Capo,IT,1-------,,,AI
ITSAT,Sant' Antioco,IT,1-------,,,AI
ITSFM,Santa Foca di Melendugno,IT,1-3-----,40.2667,18.3333,AA
ITSML,Santa Margherita Ligure,IT,1-------,,,AI
ITSMK,Santa Maria di Castellabate,IT,1-3-----,40.2833,14.95,AA
ITAMN,Santa Maria Navarrese,IT,1-3-----,39.9833,9.6833,AA
ITSLA,Santa Marina Salina,IT,1-3-----,38.5667,14.8667,AI
ITSMA,Santa Marinella,IT,123-----,42.0333,11.85,RL
ITSPA,Santa Panagia,IT,1-3-----,37.1,15.25,RL
ITSTE,Santa Teresa di Gallura,IT,1-------,41.2333,9.1833,AI
ITNTA,Sant'Antioco,IT,1-3-----,39.0667,8.45,AA
ITSSF,Santo Stefano al Mare,IT,123-----,43.8333,7.8833,AA
ITTEF,Santo Stefano di Camastra,IT,1-3-----,38.0167,14.35,RL
ITPRH,Sapri,IT,1-3-----,40.0667,15.6333,AA
ITPFX,Sarroch (Porto Foxi),IT,1-------,39.05,9.0,AI
ITLLT,Savelletri,IT,1-3-----,40.8667,17.4167,AA
ITSVN,Savona,IT,123-----,44.2833,8.5,AI
ITLEA,Scalea,IT,1-3-----,39.8167,15.7833,AA
ITSRH,Scario,IT,1-3-----,40.05,15.4833,AA
ITURI,Scauri,IT,1-3-----,41.25,13.7,AA
ITSCK,Sciacca,IT,123-----,37.5167,13.05,AA
ITSLL,Scilla,IT,123-----,38.25,15.7167,RL
ITSCO,Scoglitti,IT,1-3-----,36.8833,14.4333,AI
ITSEG,Senigallia,IT,123-----,43.7167,13.2167,RL
ITNTE,Sestri Levante,IT,1-3-----,44.2667,9.4,AA
ITRRV,Sferracavallo,IT,1-3-----,38.2,13.2333,AA
ITSID,Siderno Marina,IT,1-3-----,38.2667,16.3,RL
ITSLV,Silvi Marina,IT,1-3-----,42.5667,14.0833,AA
ITSIR,Siracusa,IT,1-------,,,AI
ITITI,Sistiana,IT,1-3-----,45.75,13.6333,RL
ITRRO,Sorrento,IT,1-------,,,AI
ITSOO,Soverato,IT,1-3-----,38.6833,16.55,AA
ITNGA,Sperlonga,IT,1-3-----,41.25,13.4333,AA
ITRNS,Spotorno,IT,1-3-----,44.2333,8.4167,AA
ITTTN,Stintino,IT,1-3-----,40.9333,8.2167,AA
ITSTR,Stromboli,IT,1-------,,,AI
ITTAL,Talamone,IT,1-------,,,AI
ITTAO,Taormina,IT,1-3-----,37.85,15.2833,RL
ITTAR,Taranto,IT,1-------,40.4833,17.2333,AI
ITTRI,Termini Imerese,IT,1-------,37.9833,13.7,AI
ITTMI,Termoli,IT,1-------,,,AI
ITTRC,Terracina,IT,1-------,,,AI
ITSNR,Terrasini,IT,123-----,38.15,13.0833,AA
ITTOA,Torre Annunziata,IT,1-------,,,AI
ITTCS,Torre Cesarea,IT,1-3-----,40.0333,18.45,AA
ITTRH,Torre Faro,IT,1-3-----,38.25,15.6333,AA
ITTGV,Torre Gaveta,IT,1-3-----,40.8167,14.05,AA
ITTRU,Torre San Giovanni d'Ugento,IT,1-3-----,39.9167,18.15,AA
ITTGR,Torregrande,IT,1-------,,,AI
ITICA,Torvaianica,IT,1-3-----,41.6333,12.4667,AA
ITTVC,Torviscosa,IT,1-------,45.8167,13.2667,AI
ITTNI,Trani,IT,1-------,,,AI
ITTPS,Trapani,IT,1--4----,38.0167,12.4833,AI
ITTCC,Trebisacce,IT,123-----,39.8667,16.5333,AA
ITTRS,Trieste,IT,12-4----,,,AI
ITUST,Ustica,IT,1-------,,,AI
ITVDA,Vada,IT,1-------,,,AI
ITVDL,Vado Ligure,IT,123-----,44.2667,8.45,RL
ITVSO,Vasto,IT,1-------,,,AI
ITVCE,Venezia,IT,12345--B,45.4333,12.3333,AI
ITVEN,Ventimiglia,IT,1-3-5---,43.7833,7.6,AI
ITVTT,Ventotene,IT,1-------,,,AI
ITVZN,Vernazza,IT,123-----,44.1333,9.6833,AA
ITVIA,Viareggio,IT,1-------,,,AI
ITVVA,Vibo Valentia,IT,1-------,,,AI
ITVIE,Vieste,IT,1-------,,,AI
ITVSG,"Villa San Giovanni, Calabria",IT,123-----,38.2167,15.6333,AA
ITVT3,Villafranca Tirrena,IT,12--56--,38.2333,15.4333,AA
ITVTI,Voltri,IT,1-------,44.4333,8.75,RL
ITVUL,Vulcano porto,IT,1-------,,,AI
ITULE,Zaule,IT,1-------,45.6,13.8,AA
JESAB,Saint Aubin,JE,1-3-----,49.1833,-2.1667,RL
JESCJ,Saint Clement,JE,1-----7-,49.1667,-2.0667,RL
JESTH,Saint H̩lier,JE,1-3-----,49.1833,-2.1,AF
JMALP,Alligator Pond,JM,1-------,,,QQ
JMBLR,Black River,JM,1-------,,,QQ
JMBWN,Bowden,JM,1-------,,,QQ
JMFMH,Falmouth,JM,1-------,,,QQ
JMKIN,Kingston,JM,1--45---,,,AI
JMMBJ,Montego Bay,JM,1--4----,,,AI
JMOCJ,Ocho Rios,JM,1--4----,,,AI
JMORC,Oracabessa,JM,1-------,18.4,-76.95,RL
JMPOT,Port Antonio,JM,1--4----,,,AI
JMPEV,Port Esquivel,JM,1-------,,,QQ
JMPHE,Port Henderson,JM,1-------,17.95,-76.8833,RL
JMPKS,Port Kaiser,JM,1-------,,,QQ
JMPMO,Port Morant,JM,1-------,,,QQ
JMPRH,Port Rhoades,JM,1-------,,,QQ
JMPRO,Port Royal,JM,1-------,,,QQ
JMRIB,Rio Bueno,JM,1-------,,,RQ
JMROP,Rocky Point,JM,1-------,,,RQ
JMSAW,Saint Ann's Bay,JM,1-------,18.4333,-77.2,RL
JMSRI,Salt River,JM,1-------,,,QQ
JMSLM,Savanna-la-Mar,JM,1-------,18.2167,-78.1333,RL
JODAH,Abu Alandah,JO,1----6--,31.9,35.9667,RL
JOAQJ,Al 'Aqabah,JO,1--4----,29.5333,35.0,RL
JOAQB,'Aqaba,JO,1-3-----,29.5167,35.0,RL
JPABA,Abashiri,JP,1-------,,,AF
JPABS,Abohshita,JP,1-------,,,AF
JPABO,Aboshi/Himeji,JP,1-------,,,AF
JPABU,Aburatsu,JP,1-------,,,AF
JPABT,Abuto,JP,1-------,,,AF
JPADE,Ade,JP,1-------,,,AF
JPADO,Ado,JP,1-------,,,AF
JPAGN,Agenosho,JP,1-------,,,AF
JPAGS,Ageshima,JP,1-------,,,AF
JPAGR,Agonoura,JP,1-------,,,AF
JPAGJ,Aguni,JP,1--4----,,,AI
JPAKZ,Aika,JP,1-------,,,AF
JPAKI,Aikakita,JP,1-------,,,AF
JPAIW,"Aikawa, Nagasaki",JP,1-------,,,AF
JPAIK,"Aikawa, Niigata",JP,1-------,,,AF
JPAIN,Ainoura/Sasebo,JP,1-------,,,AF
JPAIA,Ainouraaoki/Naru,JP,1-------,,,AF
JPAII,Aio,JP,1-------,,,AF
JPAIO,Aioi,JP,1-------,34.7833,134.4667,AF
JPAIM,Aishima,JP,1-------,,,AF
JPAIZ,"Aizu, Kumamoto",JP,1-------,,,AF
JPAJX,Aja,JP,1-------,,,AF
JPAJI,Aji,JP,1-------,,,AF
JPAJK,Ajigasawa,JP,1-------,,,AF
JPAJN,Ajino,JP,1-------,,,AF
JPAZR,"Ajiro, Okayama",JP,1-------,,,AF
JPAJR,"Ajiro, Shizuoka",JP,1-------,,,AF
JPAZJ,"Ajiro, Tottori",JP,1-------,,,AF
JPACH,Ajisu,JP,1-------,,,AF
JPAKD,Akadomari,JP,1-------,,,AF
JPAKG,Akakina,JP,1-------,,,AF
JPAKM,Akamizu,JP,1-------,,,AF
JPAKK,"Akasaki, Kumamoto",JP,1-------,,,AF
JPASK,"Akasaki, Tottori",JP,1-------,,,AF
JPAKA,Akashi,JP,1-------,,,AF
JPAKH,Akehama,JP,1-------,,,AF
JPAIG,Aki-gun/Hiroshima,JP,1-------,34.3333,132.5333,AF
JPAXT,Akita,JP,1--4----,,,AF
JPAFG,Akitafunagawa,JP,1-------,39.8833,139.95,RQ
JPAKT,Akitsu,JP,1-------,,,AF
JPAKE,Akkeshi,JP,1-------,,,AF
JPAKO,Akoh,JP,1-------,,,AF
JPAKB,Akohbaru,JP,1-------,,,AF
JPAKN,Akune,JP,1-------,,,AF
JPAMM,"Ama, Hyogo",JP,1-------,,,AF
JPAAM,"Ama, Shimane",JP,1-------,,,AF
JPAMA,Amagasaki,JP,1-------,,,AF
JPAMX,AmagasakiNishinomiyaAshiya,JP,1-------,34.7167,135.4167,AF
JPAMJ,Amaji,JP,1-------,,,AF
JPASJ,Amamioshima,JP,1--4----,,,AF
JPAMS,Amasaki,JP,1-------,,,AF
JPAMT,Amatsuke,JP,1-------,,,AF
JPAMY,Amiya,JP,1-------,,,AF
JPAMU,Amura,JP,1-------,,,AF
JPARG,Amurogama,JP,1-------,,,AF
JPANM,Anamizu,JP,1-------,,,AF
JPANA,Anan,JP,1-------,,,AF
JPANB,Anbo,JP,1-------,,,AF
JPANE,Anegasaki,JP,1-------,,,AF
JPAOE,Aoe,JP,1-------,,,AF
JPAOG,Aogashima,JP,1-------,,,AF
JPAOK,Aokata,JP,1-------,,,AF
JPAOI,Aoki,JP,1-------,,,AF
JPOMA,Aomi,JP,1----6--,35.6167,139.7833,AF
JPAOJ,Aomori,JP,1--4----,,,AF
JPAON,Aonae,JP,1-------,,,AF
JPAOS,Aoshima,JP,1-------,,,AF
JPARO,Arao,JP,1-------,,,AF
JPARA,Arari,JP,1-------,,,AF
JPARI,"Ariake, Tokyo",JP,1-3-----,35.6333,139.7833,AF
JPARK,Arikawa,JP,1-------,,,AF
JPAMR,Arimura,JP,1-------,,,AF
JPARZ,Arouzu,JP,1-------,,,AF
JPASA,Asa,JP,1-------,,,AF
JPASI,Asahimachi,JP,1-3-----,35.5333,139.7,RL
JPASW,Asakawa,JP,1-------,,,AF
JPAUI,Asakuchi,JP,1----6--,34.5167,133.5833,AF
JPASM,Asami,JP,1-------,,,AF
JPAMG,Asamogawa,JP,1-------,,,AF
JPASB,Ashibe,JP,1-------,,,AF
JPASH,Ashinoura,JP,1-------,,,AF
JPAST,Ashitoku,JP,1-------,,,AF
JPASZ,"Ashiya, Fukuoka",JP,1-------,,,AF
JPASR,Ashizuri,JP,1-------,,,AF
JPATA,Ataka,JP,1-3-----,36.4167,136.4167,RL
JPAMI,Atami,JP,1-------,,,AF
JPATT,Atatajima,JP,1-------,,,AF
JPATK,Atsuki,JP,1-------,,,AF
JPATM,Atsumi,JP,1-------,,,AF
JPAWA,Awa,JP,1-------,,,AF
JPTBS,Awajikoryunotsubasa,JP,1-------,,,AF
JPYYA,Awano,JP,1-------,,,AF
JPAWS,Awashima,JP,1-------,,,AF
JPAWM,Awashimanishi,JP,1-------,,,AF
JPAWZ,Awazu,JP,1-------,,,AF
JPAYU,Ayukawa,JP,1-------,,,AF
JPAKW,Azako,JP,1-------,,,AF
JPAZU,Azu,JP,1-------,,,AF
JPBPU,"Beppu, Oita",JP,1--4----,,,AF
JPBEP,"Beppu, Shimane",JP,1-------,,,AF
JPBFS,Beppushinko,JP,1-------,,,AF
JPBIZ,Bizen,JP,1-3-----,34.7333,134.1833,RQ
JPBDM,Bohdomari,JP,1-------,,,AF
JPBOM,Boma,JP,1-------,,,AF
JPBYO,Byobu,JP,1-------,,,AF
JPCHB,Chiba,JP,1-------,,,AF
JPCHH,Chichii,JP,1-------,,,AF
JPCHG,Chigasaki,JP,123-----,35.3167,139.4,RL
JPCJU,Chiju,JP,1-------,,,AF
JPCHK,Chikubushima,JP,1-------,,,AF
JPCKM,Chikumi,JP,1-------,,,AF
JPCHW,Chimu Wan,JP,1-------,26.3833,127.9167,RQ
JPCHI,China,JP,1-------,,,AF
JPCNS,Chinase,JP,1-------,,,AF
JPCIO,Chio,JP,1-------,,,AF
JPCYU,Chiryu,JP,1----6--,35.0,137.05,AA
JPCTA,Chita,JP,1-------,,,AF
JPCHT,"Chitose, Hiroshima",JP,1-------,,,AF
JPCYZ,Chiyozaki,JP,1-------,,,AF
JPCHF,Chofu,JP,1-------,,,AF
JPCHO,Choshi,JP,1-------,,,AF
JPCHU,Churui,JP,1-------,,,AF
JPDTU,Daito,JP,1-------,,,AF
JPDAT,Date,JP,1-------,,,AF
JPDSR,Dohshiro,JP,1-------,,,AF
JPDZK,Dohzaki,JP,1-------,,,AF
JPEBI,Ebito,JP,1-------,,,AF
JPEGO,Ego,JP,1-------,,,AF
JPEII,Ei,JP,1-------,,,AF
JPEGS,Eigashima,JP,1-------,,,AF
JPEIS,Eishi,JP,1-------,,,AF
JPEJM,Ejima,JP,1-------,,,AF
JPEMU,Emukae,JP,1-------,,,AF
JPENN,En,JP,1-------,,,AF
JPENA,Ena,JP,1-------,,,AF
JPENH,Enohama,JP,1-------,,,AF
JPEKZ,Enokizu,JP,1-------,,,AF
JPENR,"Enoura, Kagawa",JP,1-------,,,AF
JPENO,"Enoura, Shizuoka",JP,1-------,,,AF
JPEMM,Erimo,JP,1-------,,,AF
JPESK,Esaki,JP,1-------,,,AF
JPESI,Esashi/Hiyama,JP,1-------,,,AF
JPESS,Esashi/Soya,JP,1-------,,,AF
JPESM,Eshima,JP,1-------,,,AF
JPETA,Etajima,JP,1-------,,,AF
JPETM,Etomo,JP,1-------,,,AF
JPEZA,Ezaki,JP,1-------,,,AF
JPFCM,Fuchinomoto,JP,1-------,,,AF
JPFGS,Fugusaki,JP,1-------,,,AF
JPFJN,Fujino,JP,1-------,,,AF
JPFKH,"Fukae, Hiroshima",JP,1-------,,,AF
JPFAE,"Fukae, Nagasaki",JP,1-------,,,AF
JPFKI,Fukai,JP,1-------,,,AF
JPFUM,Fukami,JP,1-------,,,AF
JPFRI,Fukari,JP,1-------,,,AF
JPFKK,"Fukaura, Aomori",JP,1-------,,,AF
JPFKR,"Fukaura, Ehime",JP,1-------,,,AF
JPFUW,Fukawa,JP,1-------,,,AF
JPFUE,Fuke,JP,1-------,,,AF
JPFKD,Fukuda,JP,1-------,,,AF
JPFKE,"Fukue, Aichi",JP,1-------,,,AF
JPFUJ,"Fukue, Nagasaki",JP,1--4----,,,AI
JPFKJ,Fukui,JP,1-------,,,AF
JPFRA,"Fukura, Hyogo",JP,1-------,,,AF
JPFUU,"Fukura, Kagoshima",JP,1-------,,,AF
JPFUO,Fukuro,JP,1-------,,,AF
JPFKU,"Fukushima, Hokkaido",JP,1-3-----,41.4667,140.25,AF
JPFMS,"Fukushima, Miyazaki",JP,1-34----,31.4667,131.2167,AF
JPFKM,"Fukushima, Nagasaki",JP,1-3-----,33.35,129.8,AF
JPFUR,"Fukuura, Ehime",JP,1-------,,,AF
JPFRJ,"Fukuura, Ishikawa",JP,1-------,,,AF
JPFUA,"Fukuura, Kumamoto",JP,1-------,,,AF
JPFKY,"Fukuyama, Hiroshima",JP,1-------,,,AF
JPFYM,"Fukuyama, Kagoshima",JP,1-------,,,AF
JPFNB,Funabashi,JP,1-------,,,AF
JPFND,Funadomari,JP,1-------,,,AF
JPFNK,Funagawa,JP,1-------,,,AF
JPFSH,Funakakushi,JP,1-------,,,AF
JPFNS,Funakoshi,JP,1-------,,,AF
JPFNU,Funauki,JP,1-------,,,AF
JPFNR,Funaura,JP,1-------,,,AF
JPFNA,Funaya,JP,1-------,,,AF
JPFNZ,Funazu,JP,1-------,,,AF
JPFHR,Furubira,JP,1-------,,,AF
JPFRX,"Furue, Ehime",JP,1-------,,,AF
JPFRU,"Furue, Kagoshima",JP,1-------,,,AF
JPFRM,"Furue, Miyazaki",JP,1-------,,,AF
JPFRE,"Furue, Nagasaki",JP,1-------,,,AF
JPFRK,Furuike,JP,1-------,,,AF
JPURU,Furumi,JP,1-------,,,AF
JPFST,"Furusato, Kagoshima",JP,1-3-----,27.3667,128.6333,AF
JPFRS,"Furusato, Nagasaki",JP,1-------,,,AF
JPFSK,Fushiki,JP,1-------,,,AF
JPFTX,Fushikitoyama,JP,1-------,36.8,137.1167,RQ
JPFTE,Futae,JP,1-------,,,AF
JPFGW,Futagawa,JP,1-------,,,AF
JPFTG,Futago,JP,1-------,,,AF
JPFMD,Futamado,JP,1-------,,,AF
JPFMT,"Futamata, Kagoshima",JP,1-------,,,AF
JPFTT,"Futamata, Shimane",JP,1-------,,,AF
JPHUT,"Futami, Niigata",JP,1-------,,,AF
JPHTM,"Futami, Tokyo",JP,1-------,,,AF
JPFTM,Futenma,JP,1-------,,,AF
JPFTS,"Futtsu, Chiba",JP,1-------,35.5833,140.3833,RL
JPGAM,Gamagori,JP,1-------,,,AF
JPGPT,Gendentokai,JP,1-------,,,AF
JPGNW,Ginowan,JP,1-------,,,AF
JPGOO,Gobo Wakayama,JP,1----6--,33.8833,135.15,AF
JPGKB,Gohnokubi,JP,1-------,,,AF
JPGOT,Gohtsu,JP,1-------,,,AF
JPGOI,Goi/Ichihara,JP,1-------,,,AF
JPGKN,Gokan,JP,1-------,,,AF
JPGKS,Gokasho,JP,1-------,,,AF
JPGON,Gonoura,JP,1-------,,,AF
JPGTO,Goto,JP,1-3-----,32.6833,128.8333,RQ
JPGNG,Gunge,JP,1-------,,,AF
JPGKA,Gushikawa,JP,1-------,26.35,127.8667,RL
JPHBO,Haboro,JP,1-------,,,AF
JPHAB,"Habu, Hiroshima",JP,1-------,,,AF
JPHAU,"Habu, Tokyo",JP,1-------,,,AF
JPHBB,"Habu, Yamaguchi",JP,1-------,,,AF
JPHGO,Hachigo,JP,1-------,,,AF
JPHHE,Hachinohe,JP,1--4----,,,AF
JPHAE,Haenohama,JP,1-------,,,AF
JPHAG,Hagi,JP,1-------,,,AF
JPHAI,Haiki,JP,1-------,,,AF
JPHKT,Hakata/Fukuoka,JP,123-5---,33.6,130.4167,AF
JPHKS,Hakatashima,JP,1-------,,,AF
JPHKD,Hakodate,JP,1--4----,,,AF
JPHKU,Hakoura,JP,1-------,,,AF
JPHMD,Hamada,JP,1-------,,,AF
JPHMG,Hamaguri,JP,1-------,,,AF
JPHJM,Hamajima,JP,1-------,,,AF
JPHJR,Hamajiri,JP,1-------,,,AF
JPHKW,Hamakanaya,JP,1-------,,,AF
JPHMM,Hamamatsu,JP,1-------,,,AF
JPHMN,Hamana,JP,1-------,,,AF
JPHKJ,Hamasaka,JP,1-------,,,AF
JPHMX,Hamasaki,JP,1-------,,,AF
JPHSK,Hamasako,JP,1-------,,,AF
JPHAM,Hamasarufutsu,JP,1-------,,,AF
JPHSU,Hamasuki,JP,1-------,,,AF
JPHWA,Hamatsuwaki,JP,1-------,,,AF
JPHMW,Hamawaki,JP,1-------,,,AF
JPHAA,Hami,JP,1-------,,,AF
JPHMC,Hamochi,JP,1-------,,,AF
JPHMR,Hamura,JP,1-------,35.7667,139.3,RL
JPHNK,Hanasaki,JP,1-------,,,AF
JPHDA,Handa,JP,1-------,,,AF
JPHNE,Hane,JP,1-------,,,AF
JPHAN,Hannan,JP,1-------,,,AF
JPHUR,Hannoura,JP,1-------,,,AF
JPHNY,Hanyu,JP,1-------,,,AF
JPHAR,Hara,JP,1-------,,,AF
JPHRM,Haramachi,JP,1-------,,,AF
JPHSS,Hase,JP,1-------,,,AF
JPHSH,Hashi,JP,1-------,,,AF
JPHAS,Hashihama,JP,1-------,,,AF
JPHAH,Hashima,JP,1-------,,,AF
JPHSR,Hashirajima,JP,1-------,,,AF
JPHTT,Hata,JP,1-------,,,AF
JPHMI,Hatami,JP,1-------,,,AF
JPHTO,Hatoma,JP,1-------,24.4667,123.7667,AF
JPHYK,Hayakawa,JP,1-------,,,AF
JPHYM,Hayama,JP,1-------,,,AF
JPHYT,Hayato,JP,1-------,,,AF
JPHAD,Heda,JP,1-------,,,AF
JPHKN,Hekinan,JP,1-------,,,AF
JPHEI,Henza,JP,1-------,,,AF
JPHES,Hesaki,JP,1-------,,,AF
JPHET,Heta,JP,1-------,,,AF
JPHED,Hetono,JP,1-------,,,AF
JPHIA,Hiagari/Kitakiushu,JP,1-------,,,AF
JPHIB,Hibi,JP,1-------,,,AF
JPHBK,Hibikishinko,JP,1-------,33.9833,130.75,RQ
JPHBR,Hiburi,JP,1-------,,,AF
JPHDK,Hidaka,JP,1-------,,,AF
JPHHR,Higashiharima,JP,1-------,,,AF
JPHGH,Higashihazu,JP,1-------,,,AF
JPHHH,Higashinohama,JP,1-------,,,AF
JPHIO,Higashi-Ogishima,JP,1-3-----,,,AF
JPHIG,Higashishioya,JP,1-------,,,AF
JPHGN,Higashisonogi-Gun Cho,JP,1----6--,32.0333,129.9167,RL
JPHJI,Hiji,JP,1-------,,,AF
JPHKR,Hikari,JP,1-------,,,AF
JPHEA,Hiketa,JP,1-------,,,AF
JPHIK,Hiki,JP,1-------,,,AF
JPHMT,Hikimoto,JP,1-------,,,AF
JPHIE,Hikone,JP,1-------,,,AF
JPHIS,Hikoshima,JP,1-------,,,AF
JPHKZ,Hikozaki,JP,1-------,,,AF
JPHDO,Himedo,JP,1-------,,,AF
JPHIM,Himeji,JP,1-------,,,AF
JPHMK,Himekawa,JP,1-------,,,AF
JPHNR,Himenoura,JP,1-------,,,AF
JPHMH,Himeshima,JP,1-------,,,AF
JPHMJ,Himi,JP,1-------,,,AF
JPHMS,Himosashi,JP,1-------,,,AF
JPHNG,Hinagu,JP,1-------,,,AF
JPHIN,Hinase,JP,1-------,,,AF
JPHNS,Hinoshima,JP,1-------,,,AF
JPHNZ,Hinozu,JP,1-------,,,AF
JPHRD,Hirado,JP,1-------,,,AF
JPHRJ,Hirai,JP,1-------,,,AF
JPHRW,Hiraiwa,JP,1-------,,,AF
JPHRK,Hirakata,JP,1-------,,,AF
JPHRA,Hirao,JP,1-------,,,AF
JPHRR,Hirara,JP,1-------,,,AF
JPHII,Hirasaki,JP,1-------,,,AF
JPHSW,Hirasawa,JP,1-------,,,AF
JPHRS,Hirase,JP,1-------,,,AF
JPHIU,Hiratsuka,JP,1-3-----,35.3167,139.35,RL
JPHRO,Hiro,JP,1-------,,,AF
JPHRH,Hirohata,JP,1-------,,,AF
JPHIR,Hiroo,JP,1-------,,,AF
JPHIJ,Hiroshima,JP,1--4----,,,AF
JPHTA,"Hirota, Iwate",JP,1-------,,,AF
JPHJT,"Hirota, Kagoshima",JP,1-------,,,AF
JPHRU,Hiroura,JP,1-------,,,AF
JPHGU,Hirugaura,JP,1-------,,,AF
JPHSN,Hisanohama,JP,1-------,,,AF
JPHYS,Hisayoshi,JP,1-------,,,AF
JPHMA,Hishima,JP,1-------,,,AF
JPHTC,Hitachi,JP,1-------,,,AF
JPHIC,Hitachinaka,JP,1-------,,,AF
JPHTK,Hitakatsu,JP,1-------,,,AF
JPHTS,Hitsushima,JP,1-------,,,AF
JPHWS,Hiwasa,JP,1-------,,,AF
JPHIZ,Hizenohshima,JP,1-------,,,AF
JPHUD,Hoda,JP,1-------,,,AF
JPHOF,Hofu,JP,123-----,34.0333,131.5667,QQ
JPHHM,Hohomi,JP,1-------,,,AF
JPHJO,Hojo,JP,1-------,,,AF
JPHOD,Hondo,JP,1-------,,,AF
JPHJA,Honjima,JP,1-------,,,AF
JPHON,"Honjo, Akita",JP,1-------,,,AF
JPHNJ,"Honjo, Kyoto",JP,1-------,,,AF
JPHKM,Honkushima,JP,1-------,,,AF
JPHNN,Honmoku,JP,1-3-----,,,AF
JPHPP,Hoppozaki,JP,1-------,,,AF
JPHRE,Horie,JP,1-------,,,AF
JPHRI,Horikappu,JP,1-------,,,AF
JPHSI,"Hoshika, Nagasaki",JP,1-------,,,AF
JPHOS,"Hoshika, Saga",JP,1-------,,,AF
JPHSM,Hososhima,JP,1-------,,,AF
JPHOT,Hotokegaura,JP,1-------,,,AF
JPHKK,Hyakkan,JP,1-------,,,AF
JPHYR,Hyakunoura,JP,1-------,,,AF
JPHYG,Hyugadomari,JP,1-------,,,AF
JPIBR,Iburi,JP,1-------,,,AF
JPIBS,Ibusuki,JP,1-------,,,AF
JPICD,Icchoda,JP,1-------,,,AF
JPICH,Ichihara,JP,1-------,,,AF
JPICK,Ichikawa,JP,1-------,,,AF
JPICO,Ichikikushikino,JP,123-----,31.7167,130.2667,RL
JPIEJ,Iejima/Okinawa,JP,1--4----,,,AF
JPIES,"Ieshima, Hyogo",JP,1-------,,,AF
JPIER,Ieura,JP,1-------,,,AF
JPIGO,Igo,JP,1-------,,,AF
JPIHO,Ihota,JP,1-------,,,AF
JPIII,Ii,JP,1-------,,,AF
JPIIB,Iibi,JP,1-------,,,AF
JPIDA,Iida,JP,1-------,,,AF
JPINT,Iinoseto,JP,1-------,,,AF
JPZKA,Iizuka,JP,1----6--,33.65,130.6833,RL
JPIKR,Ikara,JP,1-------,,,AF
JPIKT,Ikata,JP,1-------,,,AF
JPIKA,"Ikeda, Kagawa",JP,1-------,,,AF
JPIKD,"Ikeda, Wakayama",JP,1-------,,,AF
JPIKE,Ikeshima,JP,1-------,,,AF
JPIKN,Ikina,JP,1-------,,,AF
JPIKK,Ikitsuki,JP,1-------,33.3833,129.4333,AF
JPIKC,Ikuchi,JP,1-------,,,AF
JPIKU,Ikunohama,JP,1-------,,,AF
JPIMB,Imabari,JP,1-------,,,AF
JPIMA,Imafuku,JP,1-------,,,AF
JPIGR,Imagire,JP,1-------,,,AF
JPIMI,Imari,JP,1-------,,,AF
JPIMT,Imazato,JP,1-------,,,AF
JPIMZ,Imazu,JP,1-------,,,AF
JPIMM,Imi,JP,1-------,,,AF
JPINA,Ina,JP,1-------,,,AF
JPINR,Inatori,JP,1-------,,,AF
JPIZW,Inazawa,JP,1-3-----,35.25,136.7833,RL
JPIDJ,Indohji,JP,1-------,,,AF
JPINE,Ine,JP,1-------,,,AF
JPINS,Innoshima,JP,1-------,,,AF
JPINO,Inobe,JP,1-------,,,AF
